date_comptage,comptage_h
2019-08-03,30.650925925925925
2019-08-04,29.853703703703705
2019-08-05,35.87222222222222
2019-08-06,29.939814814814813
2019-08-07,36.92407407407408
2019-08-08,36.94537037037037
2019-08-09,22.41574074074074
2019-08-10,25.628703703703703
2019-08-11,22.571296296296296
2019-08-12,26.214814814814815
2019-08-13,29.905555555555555
2019-08-14,29.458333333333332
2019-08-15,21.246296296296297
2019-08-16,25.175
2019-08-17,10.147222222222222
2019-08-18,15.26574074074074
2019-08-19,33.089814814814815
2019-08-20,37.010185185185186
2019-08-21,39.361111111111114
2019-08-22,40.57037037037037
2019-08-23,37.70925925925926
2019-08-24,31.118518518518517
2019-08-25,31.208333333333332
2019-08-26,42.65648148148148
2019-08-27,47.18425925925926
2019-08-28,48.60648148148148
2019-08-29,51.00925925925926
2019-08-30,50.10092592592593
2019-08-31,38.61388888888889
2019-09-01,36.68611111111111
2019-09-02,55.053703703703704
2019-09-03,61.48148148148148
2019-09-04,63.91711229946524
2019-09-05,62.18262411347518
2019-09-06,58.380319148936174
2019-09-07,43.35283687943262
2019-09-08,40.17198581560284
2019-09-09,62.244680851063826
2019-09-10,65.65425531914893
2019-09-11,59.851063829787236
2019-09-12,63.06028368794326
2019-09-13,103.62411347517731
2019-09-14,49.65070921985816
2019-09-15,43.89007092198582
2019-09-16,60.659574468085104
2019-09-17,63.14007092198582
2019-09-18,62.5718085106383
2019-09-19,62.1604609929078
2019-09-20,59.894503546099294
2019-09-21,48.980496453900706
2019-09-22,28.704787234042552
2019-09-23,59.23581560283688
2019-09-24,51.60372340425532
2019-09-25,51.87234042553192
2019-09-26,61.05673758865248
2019-09-27,60.23492907801418
2019-09-28,46.50265957446808
2019-09-29,26.581560283687942
2019-09-30,62.62854609929078
2019-10-01,52.91843971631206
2019-10-02,64.26152482269504
2019-10-03,65.68617021276596
2019-10-04,58.744680851063826
2019-10-05,36.78989361702128
2019-10-06,35.06117021276596
2019-10-07,62.023049645390074
2019-10-08,39.15425531914894
2019-10-09,48.347517730496456
2019-10-10,65.58421985815603
2019-10-11,64.20212765957447
2019-10-12,48.55673758865248
2019-10-13,45.68173758865248
2019-10-14,58.29609929078014
2019-10-15,60.187943262411345
2019-10-16,48.041666666666664
2019-10-17,56.140957446808514
2019-10-18,56.902482269503544
2019-10-19,36.101950354609926
2019-10-20,20.27127659574468
2019-10-21,50.101950354609926
2019-10-22,56.395390070921984
2019-10-23,56.4113475177305
2019-10-24,58.187056737588655
2019-10-25,53.851950354609926
2019-10-26,45.711879432624116
2019-10-27,20.013297872340427
2019-10-28,48.773049645390074
2019-10-29,44.96173913043478
2019-10-30,46.658456486042695
2019-10-31,42.09803921568628
2019-11-01,18.937697160883282
2019-11-02,25.97248427672956
2019-11-03,18.18867924528302
2019-11-04,45.14741641337386
2019-11-05,51.656565656565654
2019-11-06,48.36768802228412
2019-11-07,46.60322580645161
2019-11-08,45.92643391521197
2019-11-09,27.754353233830845
2019-11-10,17.008706467661693
2019-11-11,17.835199004975124
2019-11-12,41.115671641791046
2019-11-13,44.591411042944785
2019-11-14,46.05051664753157
2019-11-15,20.86700913242009
2019-11-16,25.642123287671232
2019-11-17,26.559931506849313
2019-11-18,36.07420091324201
2019-11-19,46.41723744292238
2019-11-20,45.83961187214612
2019-11-21,44.87157534246575
2019-11-22,45.05936073059361
2019-11-23,23.109018264840184
2019-11-24,27.353310502283104
2019-11-25,42.916666666666664
2019-11-26,41.240867579908674
2019-11-27,39.49029680365297
2019-11-28,43.90525114155251
2019-11-29,39.72945205479452
2019-11-30,30.801369863013697
2019-12-01,19.197488584474886
2019-12-02,44.92351598173516
2019-12-03,47.19006849315068
2019-12-04,52.57990867579909
2019-12-05,86.05479452054794
2019-12-06,84.9857305936073
2019-12-07,68.48287671232876
2019-12-08,45.23401826484018
2019-12-09,88.15639269406392
2019-12-10,111.8998899889989
2019-12-11,106.07460317460317
2019-12-12,100.60721649484536
2019-12-13,97.24331275720165
2019-12-14,71.77263374485597
2019-12-15,57.51337448559671
2019-12-16,95.96707818930041
2019-12-17,108.73611111111111
2019-12-18,116.79475308641975
2019-12-19,113.48405349794238
2019-12-20,99.62705761316873
2019-12-21,57.7227366255144
2019-12-22,39.24948559670782
2019-12-23,59.61934156378601
2019-12-24,42.39300411522634
2019-12-25,20.359567901234566
2019-12-26,41.038065843621396
2019-12-27,45.4238683127572
2019-12-28,38.57818930041152
2019-12-29,35.440329218106996
2019-12-30,54.050925925925924
2019-12-31,4.8765432098765435
2020-01-01,24.796354166666667
2020-01-02,55.97604166666667
2020-01-03,61.7359375
2020-01-04,52.1421875
2020-01-05,42.141666666666666
2020-01-06,91.82395833333334
2020-01-07,98.90625
2020-01-08,99.55416666666666
2020-01-09,93.06927083333333
2020-01-10,97.32708333333333
2020-01-11,65.85364583333333
2020-01-12,47.43697916666667
2020-01-13,90.2515625
2020-01-14,89.86979166666667
2020-01-15,85.44583333333334
2020-01-16,90.415625
2020-01-17,76.66770833333334
2020-01-18,53.32447916666667
2020-01-19,39.795833333333334
2020-01-20,67.2890625
2020-01-21,66.403125
2020-01-22,62.481770833333336
2020-01-23,60.990625
2020-01-24,74.525
2020-01-25,38.378125
2020-01-26,29.683333333333334
2020-01-27,42.9
2020-01-28,49.610416666666666
2020-01-29,59.109375
2020-01-30,50.97708333333333
2020-01-31,56.19114583333333
2020-02-01,32.622395833333336
2020-02-02,22.759375
2020-02-03,48.991145833333334
2020-02-04,53.10572916666667
2020-02-05,57.883854166666666
2020-02-06,59.509375
2020-02-07,56.11510416666667
2020-02-08,30.0140625
2020-02-09,19.088020833333335
2020-02-10,31.7609375
2020-02-11,43.98456175298805
2020-02-12,51.101190476190474
2020-02-13,39.617559523809526
2020-02-14,47.62847222222222
2020-02-15,34.63095238095238
2020-02-16,22.96924603174603
2020-02-17,47.42609126984127
2020-02-18,53.6121359223301
2020-02-19,48.28924418604651
2020-02-20,44.6749031007752
2020-02-21,49.28779069767442
2020-02-22,36.79408914728682
2020-02-23,27.8890503875969
2020-02-24,55.21996124031008
2020-02-25,53.09835271317829
2020-02-26,48.423449612403104
2020-02-27,37.218992248062015
2020-02-28,49.34496124031008
2020-02-29,30.266957364341085
2020-03-01,16.541666666666668
2020-03-02,41.815406976744185
2020-03-03,60.57751937984496
2020-03-04,54.207364341085274
2020-03-05,37.361918604651166
2020-03-06,55.31395348837209
2020-03-07,40.62596899224806
2020-03-08,22.69234496124031
2020-03-09,57.29505813953488
2020-03-10,59.542151162790695
2020-03-11,66.62887596899225
2020-03-12,61.50532945736434
2020-03-13,65.42296511627907
2020-03-14,34.20251937984496
2020-03-15,40.251937984496124
2020-03-16,40.707364341085274
2020-03-17,19.334302325581394
2020-03-18,13.781007751937985
2020-03-19,13.672480620155039
2020-03-20,10.983042635658915
2020-03-21,5.462693798449612
2020-03-22,4.493217054263566
2020-03-23,10.099806201550388
2020-03-24,9.55232558139535
2020-03-25,9.573643410852712
2020-03-26,9.861918604651162
2020-03-27,10.166666666666666
2020-03-28,6.241279069767442
2020-03-29,4.025278058645096
2020-03-30,9.292151162790697
2020-03-31,10.24031007751938
2020-04-01,10.657461240310077
2020-04-02,10.5343992248062
2020-04-03,10.964147286821705
2020-04-04,7.637596899224806
2020-04-05,6.2897286821705425
2020-04-06,9.811531007751938
2020-04-07,12.317829457364342
2020-04-08,12.4093992248062
2020-04-09,12.422480620155039
2020-04-10,13.281492248062015
2020-04-11,8.255329457364342
2020-04-12,6.37015503875969
2020-04-13,7.3478682170542635
2020-04-14,13.14874031007752
2020-04-15,13.993217054263566
2020-04-16,14.537306201550388
2020-04-17,15.238372093023257
2020-04-18,9.334786821705427
2020-04-19,8.118217054263566
2020-04-20,15.155038759689923
2020-04-21,16.246124031007753
2020-04-22,17.011627906976745
2020-04-23,17.440406976744185
2020-04-24,17.098352713178294
2020-04-25,11.540213178294573
2020-04-26,10.47141472868217
2020-04-27,16.295542635658915
2020-04-28,16.09156976744186
2020-04-29,13.954457364341085
2020-04-30,14.732558139534884
2020-05-01,9.986918604651162
2020-05-02,13.52858527131783
2020-05-03,10.034883720930232
2020-05-04,19.80426356589147
2020-05-05,16.460755813953487
2020-05-06,23.75872093023256
2020-05-07,24.675387596899224
2020-05-08,17.691860465116278
2020-05-09,14.887112403100776
2020-05-10,13.312015503875969
2020-05-11,44.55813953488372
2020-05-12,57.53343023255814
2020-05-13,58.32897286821706
2020-05-14,59.58624031007752
2020-05-15,63.21608527131783
2020-05-16,68.03972868217055
2020-05-17,67.03633720930233
2020-05-18,65.41618217054264
2020-05-19,73.83672480620154
2020-05-20,78.99952516619183
2020-05-21,76.60369318181819
2020-05-22,67.77651515151516
2020-05-23,62.55397727272727
2020-05-24,68.36363636363636
2020-05-25,73.27035984848484
2020-05-26,84.88352272727273
2020-05-27,87.44238095238096
2020-05-28,87.08809523809524
2020-05-29,87.00994318181819
2020-05-30,85.19081439393939
2020-05-31,77.54924242424242
2020-06-01,78.99100378787878
2020-06-02,96.50331439393939
2020-06-03,92.01988636363636
2020-06-04,56.62026515151515
2020-06-05,68.1221590909091
2020-06-06,71.1969696969697
2020-06-07,57.628787878787875
2020-06-08,77.19128787878788
2020-06-09,90.0250946969697
2020-06-10,95.88068181818181
2020-06-11,89.36316287878788
2020-06-12,63.865530303030305
2020-06-13,78.0530303030303
2020-06-14,65.78977272727273
2020-06-15,85.18607954545455
2020-06-16,92.99621212121212
2020-06-17,96.015625
2020-06-18,94.22206439393939
2020-06-19,85.78929924242425
2020-06-20,78.15625
2020-06-21,61.08096590909091
2020-06-22,96.0596590909091
2020-06-23,108.19981060606061
2020-06-24,107.30492424242425
2020-06-25,104.86979166666667
2020-06-26,88.27462121212122
2020-06-27,67.640625
2020-06-28,66.00662878787878
2020-06-29,96.28882575757575
2020-06-30,106.09706439393939
2020-07-01,96.27367424242425
2020-07-02,100.61505681818181
2020-07-03,96.50189393939394
2020-07-04,69.44744318181819
2020-07-05,57.95785984848485
2020-07-06,92.65388257575758
2020-07-07,105.98248106060606
2020-07-08,106.86363636363636
2020-07-09,102.78456439393939
2020-07-10,84.50378787878788
2020-07-11,59.51278409090909
2020-07-12,51.70123106060606
2020-07-13,59.27556818181818
2020-07-14,44.95028409090909
2020-07-15,85.33664772727273
2020-07-16,86.6747159090909
2020-07-17,85.14630681818181
2020-07-18,70.23579545454545
2020-07-19,62.02414772727273
2020-07-20,83.82717803030303
2020-07-21,94.53835227272727
2020-07-22,95.44012511170688
2020-07-23,93.59485815602837
2020-07-24,81.3581560283688
2020-07-25,61.214095744680854
2020-07-26,54.299202127659576
2020-07-27,77.41799645390071
2020-07-28,85.90070921985816
2020-07-29,86.36613475177305
2020-07-30,82.5310683951721
2020-07-31,61.72535842293907
2020-08-01,53.33826164874552
2020-08-02,49.130824372759854
2020-08-03,58.08826164874552
2020-08-04,67.07482078853046
2020-08-05,66.19802867383513
2020-08-06,61.16442652329749
2020-08-07,49.977598566308245
2020-08-08,37.58064516129032
2020-08-09,30.35304659498208
2020-08-10,44.56989247311828
2020-08-11,43.04256272401434
2020-08-12,43.81541218637993
2020-08-13,44.13978494623656
2020-08-14,40.57213261648746
2020-08-15,38.83109318996416
2020-08-16,29.51299283154122
2020-08-17,45.22267025089606
2020-08-18,59.15569677712211
2020-08-19,50.94384057971015
2020-08-20,59.04027149321267
2020-08-21,53.69725177304964
2020-08-22,45.26418439716312
2020-08-23,44.30274822695036
2020-08-24,66.06826241134752
2020-08-25,66.60416666666667
2020-08-26,79.32668439716312
2020-08-27,78.93351063829788
2020-08-28,65.82491134751773
2020-08-29,45.6436170212766
2020-08-30,40.228280141843975
2020-08-31,87.92819148936171
2020-09-01,99.43794326241135
2020-09-02,103.52304964539007
2020-09-03,105.74423758865248
2020-09-04,101.36037234042553
2020-09-05,71.67508865248227
2020-09-06,59.652482269503544
2020-09-07,100.01507092198581
2020-09-08,109.10771276595744
2020-09-09,110.6706560283688
2020-09-10,110.00487588652483
2020-09-11,101.62854609929079
2020-09-12,79.11702127659575
2020-09-13,72.39671985815603
2020-09-14,101.13563829787235
2020-09-15,112.14627659574468
2020-09-16,112.5456560283688
2020-09-17,114.8918439716312
2020-09-18,106.0084219858156
2020-09-19,74.26507092198581
2020-09-20,66.08377659574468
2020-09-21,103.9290780141844
2020-09-22,115.09485815602837
2020-09-23,92.65558510638297
2020-09-24,83.322695035461
2020-09-25,66.73758865248227
2020-09-26,61.72517730496454
2020-09-27,30.195478723404257
2020-09-28,62.10992907801418
2020-09-29,78.34929078014184
2020-09-30,88.38713968957872
2020-10-01,76.72074468085107
2020-10-02,50.648936170212764
2020-10-03,59.10150709219858
2020-10-04,41.821365248226954
2020-10-05,56.591312056737586
2020-10-06,73.88209219858156
2020-10-07,82.99512411347517
2020-10-08,85.19193262411348
2020-10-09,67.8767730496454
2020-10-10,66.47650709219859
2020-10-11,48.39982269503546
2020-10-12,79.43306737588652
2020-10-13,68.3732269503546
2020-10-14,78.98492907801419
2020-10-15,84.21409574468085
2020-10-16,78.98670212765957
2020-10-17,54.705673758865245
2020-10-18,54.422872340425535
2020-10-19,71.28102836879432
2020-10-20,55.67109929078014
2020-10-21,70.91799645390071
2020-10-22,75.38696808510639
2020-10-23,70.67508865248227
2020-10-24,49.7770390070922
2020-10-25,28.131648936170212
2020-10-26,68.70700354609929
2020-10-27,57.652925531914896
2020-10-28,68.98448581560284
2020-10-29,79.40381205673759
2020-10-30,35.60593971631206
2020-10-31,20.70877659574468
2020-11-01,15.21232269503546
2020-11-02,42.614804964539005
2020-11-03,49.7229609929078
2020-11-04,48.30762411347518
2020-11-05,50.00709219858156
2020-11-06,47.530141843971634
2020-11-07,27.526152482269502
2020-11-08,20.80851063829787
2020-11-09,51.36303191489362
2020-11-10,47.230496453900706
2020-11-11,25.481382978723403
2020-11-12,54.25132978723404
2020-11-13,47.880319148936174
2020-11-14,32.55895390070922
2020-11-15,15.81781914893617
2020-11-16,49.750443262411345
2020-11-17,54.8479609929078
2020-11-18,55.336436170212764
2020-11-19,52.385195035460995
2020-11-20,50.916666666666664
2020-11-21,36.258865248226954
2020-11-22,24.11968085106383
2020-11-23,46.5540780141844
2020-11-24,55.14494680851064
2020-11-25,53.532358156028366
2020-11-26,56.68262411347518
2020-11-27,52.74778368794326
2020-11-28,62.4281914893617
2020-11-29,37.598695652173916
2020-11-30,51.66449652777778
2020-12-01,56.35980902777778
2020-12-02,56.342447916666664
2020-12-03,43.212239583333336
2020-12-04,50.565104166666664
2020-12-05,40.80772569444444
2020-12-06,36.149739583333336
2020-12-07,51.53602430555556
2020-12-08,58.21961805555556
2020-12-09,55.657986111111114
2020-12-10,58.63194444444444
2020-12-11,42.109375
2020-12-12,39.185329861111114
2020-12-13,35.08506944444444
2020-12-14,50.80902777777778
2020-12-15,55.95616319444444
2020-12-16,58.907986111111114
2020-12-17,60.765625
2020-12-18,60.193576388888886
2020-12-19,35.838107638888886
2020-12-20,38.299479166666664
2020-12-21,27.239149305555557
2020-12-22,39.068142361111114
2020-12-23,31.27777777777778
2020-12-24,19.859375
2020-12-25,12.16189236111111
2020-12-26,20.463541666666668
2020-12-27,6.625434027777778
2020-12-28,17.70529513888889
2020-12-29,23.1796875
2020-12-30,30.360677083333332
2020-12-31,21.34592013888889
2021-01-01,9.421504816454048
2021-01-02,15.059381237524951
2021-01-03,12.887225548902196
2021-01-04,24.576097804391217
2021-01-05,27.69136726546906
2021-01-06,28.120259481037923
2021-01-07,29.397704590818364
2021-01-08,29.77944111776447
2021-01-09,26.68313373253493
2021-01-10,21.766467065868262
2021-01-11,29.875998003992017
2021-01-12,24.793662674650697
2021-01-13,26.85079840319361
2021-01-14,28.868512974051896
2021-01-15,30.239021956087825
2021-01-16,10.154940119760479
2021-01-17,17.128243512974052
2021-01-18,30.246007984031937
2021-01-19,27.034680638722556
2021-01-20,33.05988023952096
2021-01-21,28.047155688622755
2021-01-22,29.155439121756487
2021-01-23,16.768463073852296
2021-01-24,13.681387225548903
2021-01-25,29.60129740518962
2021-01-26,32.224550898203596
2021-01-27,28.647954091816366
2021-01-28,27.736027944111775
2021-01-29,27.60753493013972
2021-01-30,21.81312375249501
2021-01-31,16.742764471057885
2021-02-01,28.935878243512974
2021-02-02,32.830339321357286
2021-02-03,27.18188622754491
2021-02-04,35.01022954091816
2021-02-05,34.51996007984032
2021-02-06,15.541666666666666
2021-02-07,11.985279441117765
2021-02-08,27.204091816367267
2021-02-09,25.961576846307384
2021-02-10,13.126746506986027
2021-02-11,18.855788423153694
2021-02-12,20.526946107784433
2021-02-13,17.91691616766467
2021-02-14,14.610528942115769
2021-02-15,23.32884231536926
2021-02-16,28.20558882235529
2021-02-17,29.84256487025948
2021-02-18,22.843562874251496
2021-02-19,27.104790419161677
2021-02-20,30.61002994011976
2021-02-21,30.090319361277444
2021-02-22,27.302395209580837
2021-02-23,33.13572854291417
2021-02-24,37.03393213572854
2021-02-25,35.50124688279302
2021-02-26,29.423902195608783
2021-02-27,31.677145708582835
2021-02-28,29.008483033932137
2021-03-01,36.73952095808383
2021-03-02,42.26147704590819
2021-03-03,41.11452095808383
2021-03-04,37.575848303393215
2021-03-05,34.05913173652694
2021-03-06,32.986027944111775
2021-03-07,29.460578842315368
2021-03-08,35.50898203592814
2021-03-09,39.43413173652694
2021-03-10,35.04091816367266
2021-03-11,30.01571856287425
2021-03-12,30.33640897755611
2021-03-13,19.51197604790419
2021-03-14,22.38707262290991
2021-03-15,27.804141716566868
2021-03-16,30.638473053892216
2021-03-17,31.556636726546905
2021-03-18,31.834580838323355
2021-03-19,35.31786427145708
2021-03-20,28.481287425149702
2021-03-21,23.572355289421157
2021-03-22,30.693363273453095
2021-03-23,37.29865269461078
2021-03-24,40.06961077844311
2021-03-25,32.422654690618764
2021-03-26,33.474051896207584
2021-03-27,32.787674650698605
2021-03-28,37.060661286123405
2021-03-29,38.494760479041915
2021-03-30,44.24700598802395
2021-03-31,45.150449101796404
2021-04-01,75.24795446460334
2021-04-02,68.5409090909091
2021-04-03,49.46666666666667
2021-04-04,51.407575757575756
2021-04-05,26.820075757575758
2021-04-06,47.78219696969697
2021-04-07,55.95909090909091
2021-04-08,58.23371212121212
2021-04-09,54.80416666666667
2021-04-10,30.822727272727274
2021-04-11,31.884469696969695
2021-04-12,53.61477272727273
2021-04-13,60.36060606060606
2021-04-14,59.593939393939394
2021-04-15,59.159469696969694
2021-04-16,54.3564393939394
2021-04-17,59.343939393939394
2021-04-18,53.647348484848486
2021-04-19,58.10227272727273
2021-04-20,64.64962121212122
2021-04-21,63.95189393939394
2021-04-22,65.5215909090909
2021-04-23,65.43181818181819
2021-04-24,70.16098484848484
2021-04-25,63.21931818181818
2021-04-26,62.94166666666667
2021-04-27,74.04053030303031
2021-04-28,68.19886363636364
2021-04-29,67.96477272727273
2021-04-30,65.51098484848485
2021-05-01,38.435227272727275
2021-05-02,47.901893939393936
2021-05-03,67.84015151515152
2021-05-04,62.143181818181816
2021-05-05,66.57083333333334
2021-05-06,45.8280303030303
2021-05-07,71.36022727272727
2021-05-08,58.48560606060606
2021-05-09,51.48068181818182
2021-05-10,63.18712121212121
2021-05-11,66.08863636363637
2021-05-12,66.04318181818182
2021-05-13,40.45037878787879
2021-05-14,32.40340909090909
2021-05-15,28.403030303030302
2021-05-16,29.940530303030304
2021-05-17,50.82234848484848
2021-05-18,62.187781109445275
2021-05-19,69.05431547619048
2021-05-20,80.44308035714286
2021-05-21,69.24627976190476
2021-05-22,42.851934523809526
2021-05-23,50.75074404761905
2021-05-24,34.59747023809524
2021-05-25,67.33556547619048
2021-05-26,69.45907738095238
2021-05-27,88.65215773809524
2021-05-28,85.24776785714286
2021-05-29,76.85379464285714
2021-05-30,70.55059523809524
2021-05-31,86.44233630952381
2021-06-01,100.1640625
2021-06-02,86.55394345238095
2021-06-03,87.33556547619048
2021-06-04,59.739955357142854
2021-06-05,66.78348214285714
2021-06-06,71.34895833333333
2021-06-07,86.93340773809524
2021-06-08,98.5766369047619
2021-06-09,104.61979166666667
2021-06-10,104.16964285714286
2021-06-11,93.41034226190476
2021-06-12,77.4828869047619
2021-06-13,69.3110119047619
2021-06-14,88.93452380952381
2021-06-15,102.62574404761905
2021-06-16,95.68638392857143
2021-06-17,84.18266369047619
2021-06-18,82.4453125
2021-06-19,55.994791666666664
2021-06-20,56.646205357142854
2021-06-21,84.62016369047619
2021-06-22,69.26227678571429
2021-06-23,84.65587797619048
2021-06-24,90.01190476190476
2021-06-25,74.18229166666667
2021-06-26,54.2109375
2021-06-27,48.97247023809524
2021-06-28,76.13876488095238
2021-06-29,73.67373511904762
2021-06-30,73.24737237237237
2021-07-01,93.63663663663664
2021-07-02,86.14902402402403
2021-07-03,65.54804804804805
2021-07-04,43.73498498498498
2021-07-05,70.30292792792793
2021-07-06,86.54767267267268
2021-07-07,88.31531531531532
2021-07-08,90.14677177177177
2021-07-09,77.0548048048048
2021-07-10,48.507507507507505
2021-07-11,52.289789789789786
2021-07-12,51.12837837837838
2021-07-13,39.25487987987988
2021-07-14,43.02477477477478
2021-07-15,70.05968468468468
2021-07-16,63.2210960960961
2021-07-17,55.52252252252252
2021-07-18,52.222972972972975
2021-07-19,72.72334834834835
2021-07-20,83.32207207207207
2021-07-21,87.20089786756454
2021-07-22,87.41305970149254
2021-07-23,75.46986607142857
2021-07-24,58.87090773809524
